0.068242,-0.235461,0.004464
0.068161,-0.235365,0.007519
0.068083,-0.235269,0.010537
0.068113,-0.235307,0.013517
0.067928,-0.235080,0.016457
0.068171,-0.235384,0.019366
0.068094,-0.235290,0.022235
0.068392,-0.235224,0.024116
0.068606,-0.233923,0.024116
0.071916,-0.240018,0.006436
0.071978,-0.240107,0.019437
0.071917,-0.240134,0.024116
0.070693,-0.238499,0.004469
0.070667,-0.238471,0.007715
0.070848,-0.238698,0.010706
0.070684,-0.238497,0.013477
0.070807,-0.238652,0.016521
0.070713,-0.238537,0.019412
0.070621,-0.238425,0.022269
0.070838,-0.237955,0.024116
0.069474,-0.236990,0.005125
0.069226,-0.236683,0.006949
0.069382,-0.236880,0.010577
0.069296,-0.236775,0.013547
0.069211,-0.236672,0.016486
0.069365,-0.236865,0.019964
0.069124,-0.236568,0.021679
0.070563,-0.235483,0.024116
0.070741,-0.232931,0.024116
0.071976,-0.230784,0.024116
0.074771,-0.243557,0.004713
0.074649,-0.243409,0.007741
0.074530,-0.243264,0.010731
0.074730,-0.243514,0.013689
0.074611,-0.243369,0.016602
0.074608,-0.243367,0.019766
0.074690,-0.243472,0.022325
0.074412,-0.243208,0.024115
0.073149,-0.241546,0.004651
0.073150,-0.241550,0.007810
0.073078,-0.241464,0.010602
0.073140,-0.241542,0.013648
0.073199,-0.241618,0.016655
0.073129,-0.241534,0.019340
0.073130,-0.241537,0.022304
0.073744,-0.241081,0.024115
0.073530,-0.238140,0.024116
0.073458,-0.235543,0.024116
0.073553,-0.232748,0.024116
0.074000,-0.229996,0.024116
0.077347,-0.246754,0.004815
0.077302,-0.246700,0.007233
0.077484,-0.246927,0.010226
0.077362,-0.246779,0.013757
0.077436,-0.246874,0.016665
0.077303,-0.246710,0.019529
0.077479,-0.246932,0.022364
0.077324,-0.246513,0.024114
0.075914,-0.244976,0.004880
0.075821,-0.244862,0.007609
0.075934,-0.245006,0.010518
0.075894,-0.244959,0.013866
0.075869,-0.244929,0.016630
0.075845,-0.244901,0.019359
0.075932,-0.245013,0.022342
0.076586,-0.244197,0.024115
0.076475,-0.241374,0.024115
0.076556,-0.238201,0.024116
0.076546,-0.235428,0.024116
0.076425,-0.232817,0.024116
0.076596,-0.229601,0.024116
0.077152,-0.227170,0.024117
0.080001,-0.250045,0.004311
0.080164,-0.250251,0.007335
0.080116,-0.250192,0.010308
0.079972,-0.250016,0.013658
0.080058,-0.250124,0.016474
0.080089,-0.250166,0.019578
0.080246,-0.250364,0.022402
0.080215,-0.249794,0.024114
0.078504,-0.248188,0.004008
0.078577,-0.248282,0.007279
0.078650,-0.248374,0.010500
0.078619,-0.248338,0.013790
0.078507,-0.248202,0.016496
0.078544,-0.248250,0.019551
0.078712,-0.248461,0.022381
0.079600,-0.247339,0.024114
0.079454,-0.244354,0.024115
0.079545,-0.241203,0.024115
0.079410,-0.238270,0.024115
0.079556,-0.235483,0.024116
0.079530,-0.232686,0.024116
0.079382,-0.229601,0.024116
0.079660,-0.226432,0.024117
0.080676,-0.224175,0.024117
0.082283,-0.252392,0.004687
0.082257,-0.252573,0.007624
0.082073,-0.252401,0.010537
0.082161,-0.252389,0.013704
0.082222,-0.252413,0.016574
0.082306,-0.252412,0.019843
0.082279,-0.252591,0.022596
0.082476,-0.252302,0.024113
0.081913,-0.251610,0.004761
0.082054,-0.251876,0.007789
0.082482,-0.251648,0.010400
0.081928,-0.251545,0.013808
0.081870,-0.251634,0.016615
0.081945,-0.251665,0.019943
0.081470,-0.251881,0.022419
0.082493,-0.250506,0.024114
0.082594,-0.247398,0.024114
0.082458,-0.244414,0.024114
0.082477,-0.241288,0.024115
0.082496,-0.238140,0.024116
0.082450,-0.235543,0.024116
0.082574,-0.232748,0.024116
0.082436,-0.229663,0.024116
0.082455,-0.226433,0.024117
0.082809,-0.223322,0.024117
0.083983,-0.221237,0.024118
0.085674,-0.250075,0.004377
0.085464,-0.250246,0.007323
0.085580,-0.250153,0.010502
0.085372,-0.250322,0.013371
0.085488,-0.250231,0.016468
