0.005155,-0.260365,0.004400
0.004887,-0.260307,0.007528
0.005027,-0.260340,0.010680
0.005309,-0.260405,0.013172
0.005134,-0.260367,0.016340
0.005095,-0.260360,0.019700
0.005066,-0.260354,0.022188
0.005050,-0.259371,0.024113
0.005405,-0.256408,0.024114
0.005763,-0.253426,0.024114
0.008546,-0.261131,0.004408
0.008370,-0.261093,0.007594
0.008197,-0.261056,0.010738
0.008614,-0.261152,0.012990
0.008549,-0.261139,0.016398
0.008484,-0.261126,0.019754
0.008436,-0.261116,0.022240
0.008063,-0.261213,0.024113
0.006905,-0.260760,0.004732
0.007100,-0.260806,0.007218
0.006935,-0.260771,0.010367
0.007089,-0.260807,0.013752
0.007182,-0.260830,0.016544
0.007272,-0.260852,0.019302
0.006956,-0.260781,0.022150
0.007407,-0.259371,0.024113
0.007432,-0.256408,0.024114
0.007457,-0.253426,0.024114
0.007483,-0.250422,0.024114
0.007850,-0.247398,0.024114
0.008219,-0.244354,0.024115
0.008452,-0.241519,0.024115
0.008610,-0.239362,0.024116
0.010479,-0.261567,0.004498
0.010695,-0.261618,0.007346
0.010391,-0.261551,0.010431
0.010170,-0.261503,0.013679
0.010590,-0.261600,0.016601
0.010593,-0.261602,0.019622
0.010359,-0.261550,0.022268
0.010700,-0.261423,0.024113
0.010437,-0.259371,0.024113
0.010472,-0.256408,0.024113
0.010508,-0.253425,0.024114
0.010544,-0.250422,0.024114
0.010580,-0.247398,0.024114
0.010544,-0.244414,0.024114
0.010310,-0.241288,0.024115
0.010263,-0.238470,0.024116
0.013173,-0.262176,0.004655
0.013483,-0.262248,0.007644
0.013650,-0.262288,0.010493
0.013251,-0.262199,0.013587
0.013603,-0.262280,0.016699
0.013610,-0.262283,0.019622
0.013478,-0.262256,0.022317
0.013543,-0.261703,0.024112
0.013467,-0.259371,0.024113
0.013513,-0.256408,0.024113
0.013559,-0.253425,0.024114
0.013605,-0.250422,0.024114
0.013652,-0.247398,0.024114
0.013599,-0.244286,0.024115
0.013403,-0.241288,0.024115
0.013268,-0.238782,0.024115
0.016213,-0.262862,0.004386
0.016544,-0.262939,0.007270
0.016749,-0.262988,0.010402
0.016343,-0.262898,0.013447
0.016332,-0.262896,0.016408
0.016683,-0.262977,0.019384
0.016502,-0.262938,0.022197
0.016531,-0.262039,0.024112
0.016497,-0.259371,0.024113
0.016553,-0.256408,0.024114
0.016610,-0.253426,0.024114
0.016326,-0.250422,0.024114
0.016382,-0.247398,0.024114
0.016439,-0.244354,0.024115
0.016495,-0.241288,0.024115
0.016306,-0.239105,0.024115
0.019463,-0.263596,0.004426
0.019431,-0.263591,0.007509
0.019399,-0.263587,0.010551
0.019562,-0.263626,0.013530
0.019361,-0.263581,0.016412
0.019692,-0.263656,0.019385
0.019658,-0.263650,0.022267
0.019461,-0.262314,0.024113
0.019527,-0.259371,0.024113
0.019594,-0.256408,0.024113
0.019660,-0.253425,0.024114
0.019387,-0.250422,0.024114
0.019454,-0.247399,0.024114
0.019521,-0.244354,0.024115
0.019588,-0.241288,0.024115
0.018942,-0.239362,0.024115
0.022542,-0.264293,0.004541
0.022488,-0.264282,0.007618
0.023022,-0.264405,0.010380
0.022639,-0.264320,0.013413
0.022332,-0.264252,0.016607
0.022494,-0.264290,0.019603
0.023000,-0.264405,0.022319
0.022434,-0.264144,0.024113
0.021178,-0.263987,0.008196
0.021056,-0.263962,0.010805
0.021196,-0.263997,0.022104
0.022481,-0.262314,0.024113
0.022557,-0.259371,0.024113
0.022561,-0.256467,0.024113
0.022372,-0.253426,0.024114
0.022449,-0.250422,0.024114
0.022526,-0.247399,0.024114
0.022603,-0.244354,0.024115
0.022610,-0.241365,0.024115
0.025780,-0.265025,0.004584
0.025354,-0.264930,0.007531
0.025530,-0.264971,0.010542
0.025700,-0.265012,0.013510
0.025378,-0.264940,0.016513
0.025444,-0.264956,0.019443
0.025756,-0.265029,0.022230
0.025437,-0.264508,0.024112
0.025501,-0.262313,0.024112
0.025588,-0.259371,0.024113
0.025577,-0.256343,0.024113
0.025423,-0.253426,0.024114
0.025510,-0.250422,0.024114
0.025597,-0.247398,0.024114
0.025343,-0.244354,0.024115
0.025420,-0.241673,0.024115
0.027178,-0.265712,0.011422
0.027084,-0.265324,0.013152
0.027332,-0.265352,0.020152
0.027224,-0.265360,0.021870
0.027099,-0.264872,0.024112
0.027669,-0.263864,0.004292
0.027830,-0.263145,0.013279
0.027981,-0.262476,0.021984
0.027472,-0.262156,0.024112
0.028340,-0.260898,0.006250
0.028489,-0.260231,0.015179
0.028630,-0.259606,0.023814
0.027814,-0.259223,0.024113
0.029012,-0.257926,0.008175
0.029148,-0.257317,0.017061
0.028236,-0.256302,0.024113
0.029685,-0.254944,0.010061
0.029806,-0.254405,0.018934
0.028474,-0.253426,0.024114
0.028571,-0.250422,0.024114
0.028669,-0.247398,0.024114
0.028425,-0.244354,0.024115
0.028499,-0.242057,0.024115
0.030207,-0.252303,0.024114
0.030931,-0.249426,0.004667
0.030355,-0.251977,0.011966
0.030465,-0.251485,0.020772
0.030272,-0.250422,0.024114
0.031614,-0.246399,0.006587
0.031027,-0.248999,0.013832
0.031690,-0.246069,0.015786
0.031125,-0.248560,0.022588
0.030717,-0.247398,0.024114
0.032297,-0.243373,0.008494
0.032357,-0.243112,0.017666
0.031162,-0.244368,0.024143
0.031232,-0.242441,0.024115
