-0.066494,-0.197421,0.004565
-0.066460,-0.197450,0.007531
-0.066427,-0.197477,0.010465
-0.066393,-0.197504,0.013358
-0.066235,-0.197625,0.017076
-0.066548,-0.197391,0.020161
-0.066297,-0.197582,0.021841
-0.064343,-0.199050,0.004868
-0.064323,-0.199067,0.007631
-0.064505,-0.198931,0.010630
-0.064282,-0.199102,0.013448
-0.064462,-0.198968,0.016377
-0.064356,-0.199049,0.019399
-0.064337,-0.199065,0.022183
-0.064284,-0.198575,0.024121
-0.065783,-0.197959,0.004003
-0.065978,-0.197815,0.008145
-0.065918,-0.197864,0.013955
-0.065859,-0.197912,0.019626
-0.064300,-0.196600,0.024121
-0.063541,-0.194475,0.024122
-0.060778,-0.201747,0.004546
-0.061015,-0.201571,0.007196
-0.060780,-0.201750,0.010710
-0.061092,-0.201516,0.013387
-0.060782,-0.201754,0.016439
-0.060899,-0.201668,0.019526
-0.060899,-0.201668,0.022300
-0.061030,-0.201522,0.024121
-0.062559,-0.200400,0.004459
-0.062351,-0.200560,0.007919
-0.062540,-0.200418,0.010343
-0.062334,-0.200577,0.013719
-0.062520,-0.200438,0.016089
-0.062393,-0.200537,0.019751
-0.062385,-0.200543,0.022527
-0.061367,-0.199418,0.024121
-0.061362,-0.196458,0.024121
-0.061479,-0.193565,0.024122
-0.060869,-0.191055,0.024122
-0.057465,-0.204254,0.004409
-0.057487,-0.204240,0.007361
-0.057354,-0.204343,0.010472
-0.057419,-0.204296,0.014013
-0.057440,-0.204282,0.016849
-0.057461,-0.204268,0.019647
-0.057139,-0.204513,0.022151
-0.057643,-0.204033,0.024120
-0.058882,-0.203181,0.004044
-0.058896,-0.203174,0.007295
-0.058816,-0.203236,0.010331
-0.059155,-0.202982,0.013657
-0.058646,-0.203370,0.016379
-0.059176,-0.202971,0.019309
-0.058503,-0.203481,0.022105
-0.058472,-0.202231,0.024120
-0.058289,-0.199418,0.024121
-0.058474,-0.196458,0.024121
-0.058660,-0.193479,0.024122
-0.058592,-0.190420,0.024122
-0.057916,-0.187896,0.024122
-0.055622,-0.205650,0.004602
-0.055583,-0.205681,0.007532
-0.055183,-0.205985,0.010375
-0.055567,-0.205697,0.013518
-0.055448,-0.205790,0.016549
-0.055552,-0.205713,0.019358
-0.055513,-0.205744,0.022113
-0.055339,-0.204802,0.024120
-0.055370,-0.202424,0.024120
-0.055411,-0.199418,0.024121
-0.055587,-0.196458,0.024121
-0.055661,-0.193404,0.024122
-0.055351,-0.190548,0.024122
-0.055392,-0.187464,0.024122
-0.055274,-0.184621,0.024122
-0.054574,-0.182684,0.024123
-0.052534,-0.207989,0.004659
